Indexing started : 2026-03-16 15:20:38.584491
Device           : cpu (FP32)
Batch size       : 10
Folder           : ./assets40k
-----------------------------------------------------------------------------------------------
progress | decode | embed | db | total | CPU% RAM% GPU% VRAM | ETA
-----------------------------------------------------------------------------------------------
TurboJPEG        : not used (PIL sufficient at this batch size)
batch 1/4067 (10/40670) | decode:0.14s embed:0.33s db:0.13s total:0.46s | CPU:29% RAM:88% GPU:N/A | ETA:31m24s
batch 2904/4067 (29040/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:84% GPU:N/A | ETA:7m39s
batch 2905/4067 (29050/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:81% RAM:84% GPU:N/A | ETA:7m39s
batch 2906/4067 (29060/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:7m40s
batch 2907/4067 (29070/40670) | decode:0.11s embed:0.45s db:0.02s total:0.47s | CPU:85% RAM:84% GPU:N/A | ETA:7m56s
batch 2908/4067 (29080/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:7m52s
batch 2909/4067 (29090/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:7m47s
batch 2910/4067 (29100/40670) | decode:0.13s embed:0.41s db:0.03s total:0.44s | CPU:78% RAM:84% GPU:N/A | ETA:7m55s
batch 2911/4067 (29110/40670) | decode:0.21s embed:0.36s db:0.02s total:0.39s | CPU:80% RAM:84% GPU:N/A | ETA:7m48s
batch 2912/4067 (29120/40670) | decode:0.12s embed:0.40s db:0.03s total:0.43s | CPU:74% RAM:84% GPU:N/A | ETA:7m53s
batch 2913/4067 (29130/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:7m49s
batch 2914/4067 (29140/40670) | decode:0.17s embed:0.39s db:0.03s total:0.41s | CPU:64% RAM:84% GPU:N/A | ETA:7m50s
batch 2915/4067 (29150/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:71% RAM:84% GPU:N/A | ETA:7m49s
batch 2916/4067 (29160/40670) | decode:0.15s embed:0.35s db:0.03s total:0.38s | CPU:75% RAM:84% GPU:N/A | ETA:7m42s
batch 2917/4067 (29170/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:79% RAM:84% GPU:N/A | ETA:7m41s
batch 2918/4067 (29180/40670) | decode:0.11s embed:0.39s db:0.02s total:0.42s | CPU:76% RAM:84% GPU:N/A | ETA:7m44s
batch 2919/4067 (29190/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:7m43s
batch 2920/4067 (29200/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:84% GPU:N/A | ETA:7m40s
batch 2921/4067 (29210/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:65% RAM:84% GPU:N/A | ETA:7m34s
batch 2922/4067 (29220/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:81% RAM:84% GPU:N/A | ETA:7m33s
batch 2923/4067 (29230/40670) | decode:0.13s embed:0.35s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:7m28s
batch 2924/4067 (29240/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:7m27s
batch 2925/4067 (29250/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:80% RAM:84% GPU:N/A | ETA:7m26s
batch 2926/4067 (29260/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:7m24s
batch 2927/4067 (29270/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:7m25s
batch 2928/4067 (29280/40670) | decode:0.14s embed:0.36s db:0.03s total:0.38s | CPU:83% RAM:84% GPU:N/A | ETA:7m23s
batch 2929/4067 (29290/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:78% RAM:84% GPU:N/A | ETA:7m27s
batch 2930/4067 (29300/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:7m29s
batch 2931/4067 (29310/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:79% RAM:84% GPU:N/A | ETA:7m26s
batch 2932/4067 (29320/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:84% GPU:N/A | ETA:7m20s
batch 2933/4067 (29330/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:7m18s
batch 2934/4067 (29340/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:7m18s
batch 2935/4067 (29350/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:78% RAM:84% GPU:N/A | ETA:7m21s
batch 2936/4067 (29360/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:84% GPU:N/A | ETA:7m21s
batch 2937/4067 (29370/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:83% RAM:84% GPU:N/A | ETA:7m23s
batch 2938/4067 (29380/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:79% RAM:84% GPU:N/A | ETA:7m21s
batch 2939/4067 (29390/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:7m20s
batch 2940/4067 (29400/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:7m20s
batch 2941/4067 (29410/40670) | decode:0.11s embed:0.39s db:0.03s total:0.43s | CPU:72% RAM:84% GPU:N/A | ETA:7m28s
batch 2942/4067 (29420/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:68% RAM:84% GPU:N/A | ETA:7m27s
batch 2943/4067 (29430/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:7m27s
batch 2944/4067 (29440/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:77% RAM:84% GPU:N/A | ETA:7m26s
batch 2945/4067 (29450/40670) | decode:0.11s embed:0.39s db:0.03s total:0.42s | CPU:76% RAM:84% GPU:N/A | ETA:7m31s
batch 2946/4067 (29460/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:77% RAM:84% GPU:N/A | ETA:7m32s
batch 2947/4067 (29470/40670) | decode:0.11s embed:0.38s db:0.03s total:0.41s | CPU:80% RAM:84% GPU:N/A | ETA:7m34s
batch 2948/4067 (29480/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:73% RAM:84% GPU:N/A | ETA:7m34s
batch 2949/4067 (29490/40670) | decode:0.15s embed:0.39s db:0.03s total:0.43s | CPU:78% RAM:84% GPU:N/A | ETA:7m38s
batch 2950/4067 (29500/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:7m34s
batch 2951/4067 (29510/40670) | decode:0.12s embed:0.39s db:0.03s total:0.41s | CPU:71% RAM:84% GPU:N/A | ETA:7m35s
batch 2952/4067 (29520/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:7m31s
batch 2953/4067 (29530/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:55% RAM:84% GPU:N/A | ETA:7m27s
batch 2954/4067 (29540/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:68% RAM:84% GPU:N/A | ETA:7m23s
batch 2955/4067 (29550/40670) | decode:0.12s embed:0.36s db:0.04s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:7m22s
batch 2956/4067 (29560/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:7m20s
batch 2957/4067 (29570/40670) | decode:0.12s embed:0.35s db:0.04s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:7m18s
batch 2958/4067 (29580/40670) | decode:0.14s embed:0.34s db:0.04s total:0.37s | CPU:69% RAM:84% GPU:N/A | ETA:7m13s
batch 2959/4067 (29590/40670) | decode:0.11s embed:0.35s db:0.04s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:7m12s
batch 2960/4067 (29600/40670) | decode:0.15s embed:0.36s db:0.02s total:0.39s | CPU:63% RAM:84% GPU:N/A | ETA:7m11s
batch 2961/4067 (29610/40670) | decode:0.12s embed:0.36s db:0.14s total:0.50s | CPU:61% RAM:85% GPU:N/A | ETA:7m34s
batch 2962/4067 (29620/40670) | decode:0.11s embed:0.35s db:0.03s total:0.38s | CPU:54% RAM:85% GPU:N/A | ETA:7m28s
batch 2963/4067 (29630/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:85% GPU:N/A | ETA:7m24s
batch 2964/4067 (29640/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:64% RAM:84% GPU:N/A | ETA:7m20s
batch 2965/4067 (29650/40670) | decode:0.12s embed:0.35s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:7m17s
batch 2966/4067 (29660/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:7m16s
batch 2967/4067 (29670/40670) | decode:0.14s embed:0.35s db:0.03s total:0.38s | CPU:62% RAM:84% GPU:N/A | ETA:7m13s
batch 2968/4067 (29680/40670) | decode:0.14s embed:0.34s db:0.02s total:0.36s | CPU:66% RAM:84% GPU:N/A | ETA:7m5s
batch 2969/4067 (29690/40670) | decode:0.13s embed:0.37s db:0.02s total:0.38s | CPU:87% RAM:84% GPU:N/A | ETA:7m4s
batch 2970/4067 (29700/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:85% GPU:N/A | ETA:7m2s
batch 2971/4067 (29710/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:75% RAM:85% GPU:N/A | ETA:7m0s
batch 2972/4067 (29720/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:7m2s
batch 2973/4067 (29730/40670) | decode:0.14s embed:0.38s db:0.02s total:0.40s | CPU:79% RAM:84% GPU:N/A | ETA:7m4s
batch 2974/4067 (29740/40670) | decode:0.10s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:85% GPU:N/A | ETA:7m3s
batch 2975/4067 (29750/40670) | decode:0.11s embed:0.36s db:0.02s total:0.37s | CPU:78% RAM:84% GPU:N/A | ETA:7m0s
batch 2976/4067 (29760/40670) | decode:0.14s embed:0.39s db:0.02s total:0.41s | CPU:87% RAM:84% GPU:N/A | ETA:7m5s
batch 2977/4067 (29770/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:7m3s
batch 2978/4067 (29780/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:65% RAM:85% GPU:N/A | ETA:7m3s
batch 2979/4067 (29790/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:75% RAM:84% GPU:N/A | ETA:7m0s
batch 2980/4067 (29800/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:77% RAM:85% GPU:N/A | ETA:6m57s
batch 2981/4067 (29810/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:85% GPU:N/A | ETA:6m56s
batch 2982/4067 (29820/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:77% RAM:84% GPU:N/A | ETA:6m57s
batch 2983/4067 (29830/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:85% GPU:N/A | ETA:6m56s
batch 2984/4067 (29840/40670) | decode:0.12s embed:0.35s db:0.02s total:0.38s | CPU:78% RAM:85% GPU:N/A | ETA:6m54s
batch 2985/4067 (29850/40670) | decode:0.11s embed:0.35s db:0.02s total:0.38s | CPU:73% RAM:85% GPU:N/A | ETA:6m52s
batch 2986/4067 (29860/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:84% GPU:N/A | ETA:6m51s
batch 2987/4067 (29870/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:6m52s
batch 2988/4067 (29880/40670) | decode:0.11s embed:0.39s db:0.02s total:0.41s | CPU:86% RAM:85% GPU:N/A | ETA:6m58s
batch 2989/4067 (29890/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:83% RAM:84% GPU:N/A | ETA:6m59s
batch 2990/4067 (29900/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:83% RAM:84% GPU:N/A | ETA:6m57s
batch 2991/4067 (29910/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:6m57s
batch 2992/4067 (29920/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:66% RAM:84% GPU:N/A | ETA:6m55s
batch 2993/4067 (29930/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:76% RAM:84% GPU:N/A | ETA:6m57s
batch 2994/4067 (29940/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:6m55s
batch 2995/4067 (29950/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:84% GPU:N/A | ETA:6m53s
batch 2996/4067 (29960/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:84% GPU:N/A | ETA:6m52s
batch 2997/4067 (29970/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m51s
batch 2998/4067 (29980/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:6m52s
batch 2999/4067 (29990/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:84% GPU:N/A | ETA:6m51s
batch 3000/4067 (30000/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:69% RAM:84% GPU:N/A | ETA:6m49s
batch 3001/4067 (30010/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:6m50s
batch 3002/4067 (30020/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m50s
batch 3003/4067 (30030/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:6m50s
batch 3004/4067 (30040/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:83% RAM:84% GPU:N/A | ETA:6m49s
batch 3005/4067 (30050/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:6m47s
batch 3006/4067 (30060/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:6m47s
batch 3007/4067 (30070/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:6m50s
batch 3008/4067 (30080/40670) | decode:0.15s embed:0.36s db:0.03s total:0.39s | CPU:82% RAM:84% GPU:N/A | ETA:6m50s
batch 3009/4067 (30090/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:79% RAM:84% GPU:N/A | ETA:6m53s
batch 3010/4067 (30100/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:71% RAM:84% GPU:N/A | ETA:6m52s
batch 3011/4067 (30110/40670) | decode:0.11s embed:0.37s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m52s
batch 3012/4067 (30120/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:79% RAM:84% GPU:N/A | ETA:6m51s
batch 3013/4067 (30130/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:6m51s
batch 3014/4067 (30140/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:77% RAM:84% GPU:N/A | ETA:6m53s
batch 3015/4067 (30150/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:75% RAM:84% GPU:N/A | ETA:6m51s
batch 3016/4067 (30160/40670) | decode:0.13s embed:0.35s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:6m48s
batch 3017/4067 (30170/40670) | decode:0.14s embed:0.37s db:0.03s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:6m49s
batch 3018/4067 (30180/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:66% RAM:84% GPU:N/A | ETA:6m47s
batch 3019/4067 (30190/40670) | decode:0.11s embed:0.40s db:0.03s total:0.43s | CPU:74% RAM:84% GPU:N/A | ETA:6m54s
batch 3020/4067 (30200/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:64% RAM:85% GPU:N/A | ETA:6m51s
batch 3021/4067 (30210/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m50s
batch 3022/4067 (30220/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:74% RAM:84% GPU:N/A | ETA:6m54s
batch 3023/4067 (30230/40670) | decode:0.14s embed:0.38s db:0.02s total:0.40s | CPU:84% RAM:85% GPU:N/A | ETA:6m54s
batch 3024/4067 (30240/40670) | decode:0.11s embed:0.40s db:0.03s total:0.43s | CPU:89% RAM:84% GPU:N/A | ETA:7m1s
batch 3025/4067 (30250/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:68% RAM:84% GPU:N/A | ETA:7m1s
batch 3026/4067 (30260/40670) | decode:0.14s embed:0.40s db:0.03s total:0.43s | CPU:72% RAM:85% GPU:N/A | ETA:7m6s
batch 3027/4067 (30270/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:7m1s
batch 3028/4067 (30280/40670) | decode:0.12s embed:0.35s db:0.04s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:6m57s
batch 3029/4067 (30290/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:6m54s
batch 3030/4067 (30300/40670) | decode:0.13s embed:0.37s db:0.04s total:0.41s | CPU:65% RAM:84% GPU:N/A | ETA:6m56s
batch 3031/4067 (30310/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:57% RAM:84% GPU:N/A | ETA:6m53s
batch 3032/4067 (30320/40670) | decode:0.13s embed:0.34s db:0.04s total:0.38s | CPU:66% RAM:84% GPU:N/A | ETA:6m48s
batch 3033/4067 (30330/40670) | decode:0.15s embed:0.36s db:0.04s total:0.40s | CPU:60% RAM:84% GPU:N/A | ETA:6m48s
batch 3034/4067 (30340/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:6m45s
batch 3035/4067 (30350/40670) | decode:0.15s embed:0.34s db:0.04s total:0.38s | CPU:70% RAM:84% GPU:N/A | ETA:6m42s
batch 3036/4067 (30360/40670) | decode:0.10s embed:0.37s db:0.04s total:0.41s | CPU:68% RAM:84% GPU:N/A | ETA:6m45s
batch 3037/4067 (30370/40670) | decode:0.12s embed:0.35s db:0.04s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:6m45s
batch 3038/4067 (30380/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:6m45s
batch 3039/4067 (30390/40670) | decode:0.11s embed:0.36s db:0.04s total:0.40s | CPU:65% RAM:84% GPU:N/A | ETA:6m45s
batch 3040/4067 (30400/40670) | decode:0.14s embed:0.36s db:0.04s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m46s
batch 3041/4067 (30410/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:75% RAM:84% GPU:N/A | ETA:6m44s
batch 3042/4067 (30420/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:78% RAM:84% GPU:N/A | ETA:6m40s
batch 3043/4067 (30430/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:82% RAM:84% GPU:N/A | ETA:6m39s
batch 3044/4067 (30440/40670) | decode:0.13s embed:0.36s db:0.04s total:0.40s | CPU:58% RAM:84% GPU:N/A | ETA:6m41s
batch 3045/4067 (30450/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:56% RAM:84% GPU:N/A | ETA:6m40s
batch 3046/4067 (30460/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m41s
batch 3047/4067 (30470/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:63% RAM:84% GPU:N/A | ETA:6m40s
batch 3048/4067 (30480/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:64% RAM:84% GPU:N/A | ETA:6m39s
batch 3049/4067 (30490/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:78% RAM:84% GPU:N/A | ETA:6m42s
batch 3050/4067 (30500/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:77% RAM:84% GPU:N/A | ETA:6m42s
batch 3051/4067 (30510/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m42s
batch 3052/4067 (30520/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:6m41s
batch 3053/4067 (30530/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:65% RAM:84% GPU:N/A | ETA:6m41s
batch 3054/4067 (30540/40670) | decode:0.12s embed:0.36s db:0.04s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m42s
batch 3055/4067 (30550/40670) | decode:0.15s embed:0.37s db:0.03s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m43s
batch 3056/4067 (30560/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:6m42s
batch 3057/4067 (30570/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:65% RAM:84% GPU:N/A | ETA:6m42s
batch 3058/4067 (30580/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:59% RAM:84% GPU:N/A | ETA:6m42s
batch 3059/4067 (30590/40670) | decode:0.13s embed:0.38s db:0.03s total:0.42s | CPU:69% RAM:84% GPU:N/A | ETA:6m45s
batch 3060/4067 (30600/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m43s
batch 3061/4067 (30610/40670) | decode:0.13s embed:0.36s db:0.18s total:0.54s | CPU:65% RAM:84% GPU:N/A | ETA:7m10s
batch 3062/4067 (30620/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:70% RAM:84% GPU:N/A | ETA:6m58s
batch 3063/4067 (30630/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:6m50s
batch 3064/4067 (30640/40670) | decode:0.14s embed:0.45s db:0.02s total:0.47s | CPU:74% RAM:84% GPU:N/A | ETA:7m1s
batch 3065/4067 (30650/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:6m55s
batch 3066/4067 (30660/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:84% GPU:N/A | ETA:6m47s
batch 3067/4067 (30670/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:84% GPU:N/A | ETA:6m40s
batch 3068/4067 (30680/40670) | decode:0.15s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:6m35s
batch 3069/4067 (30690/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:84% GPU:N/A | ETA:6m31s
batch 3070/4067 (30700/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m27s
batch 3071/4067 (30710/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:78% RAM:84% GPU:N/A | ETA:6m29s
batch 3072/4067 (30720/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m26s
batch 3073/4067 (30730/40670) | decode:0.12s embed:0.41s db:0.02s total:0.43s | CPU:78% RAM:84% GPU:N/A | ETA:6m35s
batch 3074/4067 (30740/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:6m33s
batch 3075/4067 (30750/40670) | decode:0.11s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:84% GPU:N/A | ETA:6m28s
batch 3076/4067 (30760/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m25s
batch 3077/4067 (30770/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:84% GPU:N/A | ETA:6m22s
batch 3078/4067 (30780/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:84% GPU:N/A | ETA:6m20s
batch 3079/4067 (30790/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:6m19s
batch 3080/4067 (30800/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:6m20s
batch 3081/4067 (30810/40670) | decode:0.12s embed:0.36s db:0.02s total:0.37s | CPU:78% RAM:84% GPU:N/A | ETA:6m17s
batch 3082/4067 (30820/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:82% RAM:84% GPU:N/A | ETA:6m19s
batch 3083/4067 (30830/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:6m18s
batch 3084/4067 (30840/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:6m18s
batch 3085/4067 (30850/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:6m17s
batch 3086/4067 (30860/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:84% GPU:N/A | ETA:6m16s
batch 3087/4067 (30870/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m16s
batch 3088/4067 (30880/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:75% RAM:84% GPU:N/A | ETA:6m19s
batch 3089/4067 (30890/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:6m21s
batch 3090/4067 (30900/40670) | decode:0.11s embed:0.39s db:0.02s total:0.41s | CPU:84% RAM:84% GPU:N/A | ETA:6m25s
batch 3091/4067 (30910/40670) | decode:0.11s embed:0.37s db:0.02s total:0.40s | CPU:83% RAM:84% GPU:N/A | ETA:6m25s
